word	part_of_speech	category
lv	a	Numerals and Mathematical Terms
bardic	a	"""B-"" Words and Objects"
necker	n	Body Parts and Related Terms
barm	n	"""B-"" Words and Objects"
wrawl	v	Actions and Descriptions
honker	n	"""H-"" Words"
crith	n	"""C-"" Words and Items"
flout	v	Praise and Positivity
acme	n	"Starting with ""A"" or ""E"""
diwan	n	Places and Spaces
census	n,v	"""S-"" Words"
handed	a	Body Parts and Related Terms
coder	n	Actions and Roles
things	n	Actions and Roles
exit	n,v	Actions and Roles
split	a,n,v	"""P-"" Words"
bewray	v	Actions and Roles
bluing	n	Lights, Colors, and Visibility
thus	n	Actions and Roles
elan	n	"Starting with ""A"" or ""E"""
pollen	n	Plant and Tree Species
skirt	n,v	Clothing, Materials and Dressing Actions
mogul	n	Occupations and Personal Descriptors
rocket	n,v	"""B-"" Words and Objects"
jinks	n	Actions and Descriptions
naris	n	Anatomical and Biological Terms
snitch	n,v	Gossip, Deception, and Games
joker	n	Occupations and Personal Descriptors
rutty	a	"""R-"" Words and Rotational Movements"
rental	a,n	Economic and Trade Terms
tulle	n	"""T-"" Words and Pairs"
wine	n,v	Actions and Descriptions
croton	n	"""C-"" Words and Items"
prove	v	Actions and Roles
tutee	n	Actions and Roles
win	n,v	Actions and Roles
motel	n	Places and Spaces
tracer	n	Words Related to Shapes and Textures
dacha	n	Places and Spaces
grail	n	"Words starting with ""G"""
sot	n	Hygiene, Health, and Bodily Functions
fine	a,n,v	Negative and Disturbing Adjectives
towel	n,v	Clothing, Materials and Dressing Actions
grid	n	Actions and Roles
deafen	v	"Items, Actions and Concepts Starting with ""D"""
lode	n	Minerals and Geology
comer	n	"""C-"" Words and Items"
consul	n	Occupations and Personal Descriptors
prepay	v	Economic and Trade Terms
talks	n	Communication and Media
clay	n	Minerals and Geology
totara	n	Plant and Tree Species
brevet	n,v	"""B-"" Words and Objects"
pistil	n	"""P-"" Words"
gable	n	Actions and Roles
awash	a	Hygiene, Health, and Bodily Functions
puffin	n	Negative and Disturbing Adjectives
hakeem	n	"""H-"" Words"
warper	n	Actions and Descriptions
valse	n	Gossip, Deception, and Games
bise	n	"""S-"" Words"
glace	a	Lights, Colors, and Visibility
need	n,v	Emotional and Physical States
befool	v	Occupations and Personal Descriptors
basis	n	Actions and Roles
mousey	a	Animals and Animal-Related Terms
missus	n	Negative and Disturbing Adjectives
diet	n,v	Food, Cooking, and Ingredients
rector	n	Occupations and Personal Descriptors
taro	n	"""T-"" Words and Pairs"
calced	a	"""C-"" Words and Items"
garter	n,v	Body Parts and Related Terms
orient	n,v	"""O-"" Words"
congee	n,v	"""C-"" Words and Items"
lunge	n,v	"""L-"" Words"
allure	n,v	Verbs and Actions
safe	a,n	Actions and Roles
era	n	"Starting with ""A"" or ""E"""
clavus	n	Medical, Insects, and Skin Conditions
schrod	n	Actions and Descriptions
lasso	n,v	Binding, Restraining and Undoing
tench	n	"""T-"" Words and Pairs"
mighty	a	Praise and Positivity
fusion	n	Negative and Disturbing Adjectives
plower	n	Plant and Tree Species
bowls	n	"""B-"" Words and Objects"
sealed	a	"""S-"" Words"
grazed	a	Plant and Tree Species
string	n,v	Binding, Restraining and Undoing
pinna	n	"Starting with ""A"" or ""E"""
jeerer	n	Verbs and Actions
filet	n,v	Negative and Disturbing Adjectives
glazer	n	Lights, Colors, and Visibility
olm	n	Numerals and Mathematical Terms
galley	n	"Words starting with ""G"""
away	a	Modes of Transportation and Travel
dead	a,n	Emotional and Physical States
lock	n,v	Actions and Roles
waning	a,n	Emotional and Physical States
sublet	n,v	Economic and Trade Terms
skank	n,v	Occupations and Personal Descriptors
soft	a	Negative and Disturbing Adjectives
docile	a	Personal Characteristics and Behaviors
simal	n	"""S-"" Words"
wisent	n	Animals and Animal-Related Terms
fogged	a	Negative and Disturbing Adjectives
sudoku	n	Gossip, Deception, and Games
frizzy	a	Negative and Disturbing Adjectives
rioter	n	"""R-"" Words and Rotational Movements"
j	n	Numerals and Mathematical Terms
hooky	n	"""H-"" Words"
appeal	n,v	Verbs and Actions
impart	v	Verbs and Actions
bumpy	a	"""B-"" Words and Objects"
bedeck	v	Clothing, Materials and Dressing Actions
scary	a	Negative and Disturbing Adjectives
oddity	n	Negative and Disturbing Adjectives
endow	v	Verbs and Actions
sower	n	Plant and Tree Species
goony	n	"Words starting with ""G"""
skid	n,v	Words Related to Shapes and Textures
arts	n	Actions and Roles
gem	n	Minerals and Geology
dago	n	"Items, Actions and Concepts Starting with ""D"""
scone	n	Words Related to Shapes and Textures
pygmy	n	"""P-"" Words"
bister	n	Lights, Colors, and Visibility
zinnia	n	Plant and Tree Species
stab	n,v	Words Related to Shapes and Textures
broker	n,v	Occupations and Personal Descriptors
yard	n	Plant and Tree Species
steely	a	Minerals and Geology
durum	n	Islamic and Middle Eastern Terms
cap	n,v	"""C-"" Words and Items"
triose	n	"""T-"" Words and Pairs"
roman	n	"""P-"" Words"
pluton	n	"""T-"" Words and Pairs"
pipit	n	Animals and Animal-Related Terms
obolus	n	"""B-"" Words and Objects"
ribbed	a	Clothing, Materials and Dressing Actions
chair	n,v	Places and Spaces
sodomy	n	"""S-"" Words"
lather	n,v	Negative and Disturbing Adjectives
palsy	n,v	Words Related to Shapes and Textures
congo	n	"""C-"" Words and Items"
falls	n	Emotional and Physical States
fumes	n	Food, Cooking, and Ingredients
heliac	a	"""H-"" Words"
rutile	n	Minerals and Geology
sierra	n	"""S-"" Words"
leak	n,v	"""L-"" Words"
imbibe	v	Hygiene, Health, and Bodily Functions
bailee	n	"""B-"" Words and Objects"
biddy	n	"Items, Actions and Concepts Starting with ""D"""
oxbow	n	"""O-"" Words"
pea	n	"""P-"" Words"
brusk	a	Lights, Colors, and Visibility
conto	n	Actions and Roles
braze	v	Food, Cooking, and Ingredients
rebozo	n	Clothing, Materials and Dressing Actions
boxing	n	"""B-"" Words and Objects"
writer	n	Actions and Roles
phony	a,n	Gossip, Deception, and Games
scuba	n	Places and Spaces
trimer	n	"""T-"" Words and Pairs"
wimpy	a	Occupations and Personal Descriptors
xeroma	n	Medical, Insects, and Skin Conditions
rouble	n	Negative and Disturbing Adjectives
slab	n	Words Related to Shapes and Textures
premie	n	"""P-"" Words"
bilby	n	Animals and Animal-Related Terms
ruddy	a	"""R-"" Words and Rotational Movements"
poncho	n	Clothing, Materials and Dressing Actions
scoter	n	Words Related to Shapes and Textures
bine	n	"""B-"" Words and Objects"
art	n	Actions and Roles
wetter	n	Temperature and Heat-Related Terms
fibula	n	Body Parts and Related Terms
lohan	n	"""L-"" Words"
tenpin	n	"""P-"" Words"
malign	a,v	Verbs and Actions
shoes	n	Body Parts and Related Terms
lay	a,n,v	"""L-"" Words"
asthma	n	Medical, Insects, and Skin Conditions
swift	a,n	Fast-Paced and Intense Activities and States
jounce	n,v	Actions and Descriptions
footed	a	Body Parts and Related Terms
lung	n	"""L-"" Words"
shite	n	Occupations and Personal Descriptors
tough	a,n	Weight, Strength, and Body Descriptors
mentor	n,v	Actions and Roles
held	a	Actions and Roles
dip	n,v	"Items, Actions and Concepts Starting with ""D"""
foam	n,v	Negative and Disturbing Adjectives
purvey	v	Actions and Roles
repugn	v	Verbs and Actions
hacek	n	"""H-"" Words"
atrial	a	Anatomical and Biological Terms
fallen	a	Emotional and Physical States
lb	n	Weight, Strength, and Body Descriptors
pavage	n	"""P-"" Words"
parvo	n	Medical, Insects, and Skin Conditions
scarer	n	Negative and Disturbing Adjectives
xcv	a	Numerals and Mathematical Terms
quoits	n	"""B-"" Words and Objects"
sokha	n	Gender, Family and Greetings
spawn	n,v	Words Related to Shapes and Textures
acinic	a	"Starting with ""A"" or ""E"""
joist	n	Body Parts and Related Terms
amine	n	"Starting with ""A"" or ""E"""
brakes	n	"""B-"" Words and Objects"
bibbed	a	Clothing, Materials and Dressing Actions
hoofer	n	Occupations and Personal Descriptors
dishy	a	"Items, Actions and Concepts Starting with ""D"""
nibble	n,v	Nouns and Actions
memo	n	Actions and Roles
bight	n,v	Lights, Colors, and Visibility
nice	a	Praise and Positivity
act	n,v	Actions and Roles
enmity	n	Verbs and Actions
sallow	a,n,v	"""P-"" Words"
jobber	n	Economic and Trade Terms
tenant	n,v	Economic and Trade Terms
paynim	n	"""P-"" Words"
thirst	n,v	Hygiene, Health, and Bodily Functions
ratan	n	"""R-"" Words and Rotational Movements"
canny	a	"""C-"" Words and Items"
sturdy	a	Weight, Strength, and Body Descriptors
sniper	n	Nouns and Actions
reify	v	Verbs and Actions
bullet	n	"""B-"" Words and Objects"
mem	n	"""M-"" Words"
potted	a	"""P-"" Words"
nubbly	a	Nouns and Actions
souari	n	Food, Cooking, and Ingredients
metric	a,n	"""M-"" Words"
hourly	a	Actions and Roles
vend	v	Economic and Trade Terms
tiling	n	Actions and Roles
patzer	n	Negative and Disturbing Adjectives
rial	n	"""R-"" Words and Rotational Movements"
sente	n	"""S-"" Words"
belfry	n	Places and Spaces
leu	n	"""L-"" Words"
overt	a	Actions and Roles
finger	n,v	Body Parts and Related Terms
analog	a,n	Chemical Compounds and Reactions
deluxe	a	Praise and Positivity
bet	n,v	"""B-"" Words and Objects"
one	a,n	Numerals and Mathematical Terms
jigsaw	n	Gossip, Deception, and Games
pangen	n	Alphabets, Animals, and Games
dense	a	Words Related to Shapes and Textures
ear	n	"Starting with ""A"" or ""E"""
jingly	a	Actions and Descriptions
first	a,n	"""P-"" Words"
theca	n	Anatomical and Biological Terms
gnat	n	Medical, Insects, and Skin Conditions
rakish	a	Praise and Positivity
scrub	a,n,v	Words Related to Shapes and Textures
nougat	n	Nouns and Actions
cubism	n	"""C-"" Words and Items"
hippo	n	"""H-"" Words"
robin	n	"""R-"" Words and Rotational Movements"
router	n,n	Modes of Transportation and Travel
protea	n	Plant and Tree Species
dah	n	Gender, Family and Greetings
twinge	n,v	"""T-"" Words and Pairs"
stead	n	Words Related to Shapes and Textures
styrax	n	Plant and Tree Species
remise	n	Verbs of Action and Change
grange	n	Plant and Tree Species
slue	v	Words Related to Shapes and Textures
sampan	n	Places and Spaces
gorge	n,v	"Words starting with ""G"""
leeway	n	Personal Characteristics and Behaviors
fellah	n	Gender, Family and Greetings
coquet	n,v	Actions and Descriptions
spider	n	Binding, Restraining and Undoing
wobbly	a	Actions and Descriptions
ruth	n	"""R-"" Words and Rotational Movements"
deter	v	Verbs of Action and Change
punnet	n	"""B-"" Words and Objects"
weal	n	Actions and Descriptions
paired	a	"""P-"" Words"
mark	n,v	Actions and Roles
dioon	n	Plant and Tree Species
harrow	n,v	Plant and Tree Species
fanny	n	Negative and Disturbing Adjectives
toller	n	"""T-"" Words and Pairs"
yolk	n	Anatomical and Biological Terms
outbid	v	Economic and Trade Terms
amort	a	Praise and Positivity
jerky	a,n	Occupations and Personal Descriptors
seed	n,v	Plant and Tree Species
dubbin	n	"Items, Actions and Concepts Starting with ""D"""
scape	n	Words Related to Shapes and Textures
lanai	n	Places and Spaces
triad	n	"""T-"" Words and Pairs"
resiny	a	Food, Cooking, and Ingredients
bantam	a,n	"Items, Actions and Concepts Starting with ""D"""
borsh	n	"""B-"" Words and Objects"
shill	n,v	Actions and Descriptions
kludge	n	Negative and Disturbing Adjectives
sumac	n	Plant and Tree Species
stye	n	Words Related to Shapes and Textures
tannia	n	"""T-"" Words and Pairs"
meek	a	Personal Characteristics and Behaviors
romish	a	"""P-"" Words"
mavis	n	"""M-"" Words"
prion	n	Medical, Insects, and Skin Conditions
webby	a	Binding, Restraining and Undoing
dour	a	Emotional and Physical States
aviary	n	"Starting with ""A"" or ""E"""
trice	n,v	Fast-Paced and Intense Activities and States
dagame	n	"Items, Actions and Concepts Starting with ""D"""
scent	n,v	Negative and Disturbing Adjectives
quoin	n	"""C-"" Words and Items"
slime	n,v	Words Related to Shapes and Textures
enrich	v	Praise and Positivity
cobra	n	Animals and Animal-Related Terms
time	n,v	Actions and Roles
ambler	n	"Starting with ""A"" or ""E"""
goiter	n	Medical, Insects, and Skin Conditions
link	n,v	Binding, Restraining and Undoing
tagged	a	Actions and Roles
cube	n,v	"""C-"" Words and Items"
gaming	n	Gossip, Deception, and Games
cling	n,v	Actions and Roles
daze	n,v	Negative and Disturbing Adjectives
tow	n,v	"""T-"" Words and Pairs"
tusked	a	Animals and Animal-Related Terms
cackle	n,v	"""C-"" Words and Items"
os	n	"""O-"" Words"
chance	a,n,v	Gossip, Deception, and Games
malik	n	"""M-"" Words"
phial	n	Food, Cooking, and Ingredients
spy	n,v	Actions and Roles
bison	n	Animals and Animal-Related Terms
bigram	n	"""T-"" Words and Pairs"
acinar	a	"Starting with ""A"" or ""E"""
hacker	n	"""H-"" Words"
lidded	a	Actions and Roles
groove	n,v	"Words starting with ""G"""
tusk	n,v	Animals and Animal-Related Terms
wonky	a	Negative and Disturbing Adjectives
combo	n	"""C-"" Words and Items"
grotty	a	"Words starting with ""G"""
sawpit	n	Weapons and Cutting Tools
snow	n,v	Temperature and Heat-Related Terms
savin	n	"""S-"" Words"
left	a,n	Body Parts and Related Terms
lagoon	n	Places and Spaces
judas	n	Alphabets, Animals, and Games
incise	v	"""S-"" Words"
jiggle	n,v	Actions and Descriptions
suave	a	Personal Characteristics and Behaviors
dirty	a,v	Negative and Disturbing Adjectives
bimli	n	Lights, Colors, and Visibility
pekan	n	Islamic and Middle Eastern Terms
paw	n,v	Body Parts and Related Terms
mislay	v	Negative and Disturbing Adjectives
derail	v	Modes of Transportation and Travel
boiled	a	Food, Cooking, and Ingredients
refill	n,v	Temperature and Heat-Related Terms
menial	a,n	Anatomical and Biological Terms
damp	a,n,v	"Items, Actions and Concepts Starting with ""D"""
pickup	n	"""P-"" Words"
galore	a	Actions and Roles
caper	n,v	"""C-"" Words and Items"
dhole	n	Animals and Animal-Related Terms
lontar	n	"""L-"" Words"
japery	n	Gossip, Deception, and Games
land	n,v	Modes of Transportation and Travel
adagio	a,n	Fast-Paced and Intense Activities and States
var	n	Actions and Roles
payoff	n	Economic and Trade Terms
valet	n,v	Occupations and Personal Descriptors
petty	a,n	"""P-"" Words"
powwow	n,v	"""T-"" Words and Pairs"
jump	n,v	"""B-"" Words and Objects"
honkie	n	"""H-"" Words"
schtik	n	Actions and Descriptions
patio	n	Places and Spaces
chukka	n	Actions and Descriptions
theine	n	Plant and Tree Species
footle	v	"""T-"" Words and Pairs"
lm	n	Numerals and Mathematical Terms
leap	n,v	"""B-"" Words and Objects"
pot	n,v	"""P-"" Words"
spike	n,v	Words Related to Shapes and Textures
chomp	n,v	Nouns and Actions
cullis	n	"""C-"" Words and Items"
amnion	n	"Starting with ""A"" or ""E"""
paigle	n	"""P-"" Words"
ariose	a	"Starting with ""A"" or ""E"""
ma	n	Numerals and Mathematical Terms
train	n,v	Actions and Roles
dacoit	n	Crimes, Violence and Misdeeds
ardour	n	Fast-Paced and Intense Activities and States
slop	n,v	Words Related to Shapes and Textures
thyme	n	Chemical Compounds and Reactions
lavabo	n	Hygiene, Health, and Bodily Functions
amulet	n	Body Parts and Related Terms
radar	n	"""R-"" Words and Rotational Movements"
cavity	n	Places and Spaces
salvor	n	"""S-"" Words"
racket	n,v	"""R-"" Words and Rotational Movements"
amiss	a	Negative and Disturbing Adjectives
hitch	n,v	"""H-"" Words"
warp	n,v	Actions and Descriptions
seizer	n	Crimes, Violence and Misdeeds
garb	n,v	Clothing, Materials and Dressing Actions
poilu	n	Plant and Tree Species
heptad	n	Numerals and Mathematical Terms
obtain	v	Actions and Roles
doctor	n,v	Actions and Roles
cutlet	n	Weapons and Cutting Tools
entomb	v	"""B-"" Words and Objects"
teensy	a	Personal Characteristics and Behaviors
pizza	n	Food, Cooking, and Ingredients
sens	n	"""S-"" Words"
seriph	n	"""S-"" Words"
choir	n,v	Actions and Descriptions
wile	n	Actions and Descriptions
nestle	n,v	Nouns and Actions
nylon	n	Clothing, Materials and Dressing Actions
sandal	n	Body Parts and Related Terms
wawl	v	Actions and Descriptions
miss	n,v	Negative and Disturbing Adjectives
camail	n	"""C-"" Words and Items"
rub	n,v	"""R-"" Words and Rotational Movements"
churl	n	Occupations and Personal Descriptors
squib	n	Negative and Disturbing Adjectives
putrid	a	Negative and Disturbing Adjectives
shadow	n,v	Lights, Colors, and Visibility
cluck	n,v	Animals and Animal-Related Terms
marlin	n	Animals and Animal-Related Terms
radish	n	Food, Cooking, and Ingredients
fright	n,v	Negative and Disturbing Adjectives
rant	n,v	"""R-"" Words and Rotational Movements"
wimple	n	Clothing, Materials and Dressing Actions
flakey	a	Negative and Disturbing Adjectives
delay	n,v	Verbs of Action and Change
lopper	n	"""L-"" Words"
volley	n,v	Anatomical and Biological Terms
intact	a	Binding, Restraining and Undoing
adze	n	"Starting with ""A"" or ""E"""
front	a,n,v	Actions and Roles
plier	n	"""P-"" Words"
jammer	n	Alphabets, Animals, and Games
admit	v	Verbs and Actions
gull	n,v	Animals and Animal-Related Terms
fixed	a	Actions and Roles
divot	n	"Items, Actions and Concepts Starting with ""D"""
lever	n,v	"""L-"" Words"
face	n,v	Actions and Roles
rested	a	Verbs of Action and Change
coney	n	"""C-"" Words and Items"
areal	a	Actions and Roles
tryout	n	Actions and Roles
ocean	n	Places and Spaces
brash	a	Lights, Colors, and Visibility
pilau	n	Food, Cooking, and Ingredients
cashed	a	Actions and Roles
abele	n	Gender, Family and Greetings
entrap	v	Verbs and Actions
grump	n	Emotional and Physical States
google	v	Actions and Roles
clocks	n	Actions and Roles
helm	n,v	"""H-"" Words"
boot	n,v	"""B-"" Words and Objects"
fitted	a	Actions and Roles
wired	a	Binding, Restraining and Undoing
techy	a	"""T-"" Words and Pairs"
shimmy	n,v	Actions and Descriptions
cowpox	n	Medical, Insects, and Skin Conditions
guggle	v	"Words starting with ""G"""
sissy	a,n	"""S-"" Words"
calaba	n	"""C-"" Words and Items"
better	a,n,v	Actions and Roles
rocker	n	Modes of Transportation and Travel
juicer	n	Food, Cooking, and Ingredients
chirp	n,v	Actions and Descriptions
move	n,v	Modes of Transportation and Travel
xcl	a	Numerals and Mathematical Terms
coapt	v	"""C-"" Words and Items"
bug	n,v	Medical, Insects, and Skin Conditions
